"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3377","Test for Browser Windows: check new window","chromium","Sun Mar 15 21:20:53 UTC 2026","passed","Sun Mar 15 21:20:57 UTC 2026","Alerts, Frame & Windows Suite @alerts","alerts-browser-windows.spec.ts","",""
"","190","Should show error message when API returns 500","chromium","Sun Mar 15 21:21:01 UTC 2026","passed","Sun Mar 15 21:21:01 UTC 2026","Network Mocking Suite @network-mocking","network-mocking.spec.ts","",""
"","6749","Test for Edit fields: enter data, confirm and check result","chromium","Sun Mar 15 21:20:57 UTC 2026","passed","Sun Mar 15 21:21:04 UTC 2026","Elements Box Suite @elements","elements-text-box.spec.ts","",""
"","3531","Test for Browser Windows: check new window message","chromium","Sun Mar 15 21:20:54 UTC 2026","passed","Sun Mar 15 21:20:57 UTC 2026","Alerts, Frame & Windows Suite @alerts","alerts-browser-windows.spec.ts","",""
"","7702","Test for Radio buttons: select, verify and check that not enabled","chromium","Sun Mar 15 21:20:57 UTC 2026","passed","Sun Mar 15 21:21:05 UTC 2026","Elements Radio Buttons Suite @elements","elements-radio-buttons.spec.ts","",""
"","4770","Test for Slider: set value - move the slider with arrows and check set value","chromium","Sun Mar 15 21:21:02 UTC 2026","passed","Sun Mar 15 21:21:07 UTC 2026","Widgets Suite @widgets","widgets-slider.spec.ts","",""
"","3177","Test for Browser Windows: check new tab","chromium","Sun Mar 15 21:20:53 UTC 2026","passed","Sun Mar 15 21:20:56 UTC 2026","Alerts, Frame & Windows Suite @alerts","alerts-browser-windows.spec.ts","",""
"","3723","Test for Auto Complete: enter part of color name, wait for dropdown, then select required color and check that right colors are selected","chromium","Sun Mar 15 21:21:02 UTC 2026","passed","Sun Mar 15 21:21:06 UTC 2026","Widgets Suite @widgets","widgets-autocomplete.spec.ts","",""
"","3684","Test for Interactions: resize box and check size after the action","chromium","Sun Mar 15 21:20:57 UTC 2026","passed","Sun Mar 15 21:21:01 UTC 2026","Interaction Suite @interactions","interactions-resizable.spec.ts","",""
"","2460","Test for Alerts: check see alert - check that alert with text is displayed after clicking","chromium","Sun Mar 15 21:20:53 UTC 2026","passed","Sun Mar 15 21:20:55 UTC 2026","Alerts, Frame & Windows Suite @alerts","alerts-browser-windows.spec.ts","",""
"","370","Should mock device list with custom data","chromium","Sun Mar 15 21:21:01 UTC 2026","passed","Sun Mar 15 21:21:02 UTC 2026","Network Mocking Suite @network-mocking","network-mocking.spec.ts","",""
"","6414","Test for Check Box: check main box and verify that all sub boxes are checked","chromium","Sun Mar 15 21:20:56 UTC 2026","passed","Sun Mar 15 21:21:02 UTC 2026","Elements Box Suite @elements","elements-check-box.spec.ts","",""
